account_id,customer_id,account_type,balance
1933,684,CHEQUING,36690
1934,371,CHEQUING,32284
1935,987,SAVINGS,31051
1936,601,CHEQUING,11766
1937,875,CHEQUING,27115
1938,10,SAVINGS,24678
1939,545,CHEQUING,19714
1940,579,SAVINGS,5622
1941,219,SAVINGS,14413
1942,379,SAVINGS,28904
1943,832,CHEQUING,1544
1944,406,CHEQUING,9847
1945,773,CHEQUING,34459
1946,553,SAVINGS,48740
1947,714,SAVINGS,24593
1948,861,CHEQUING,10232
1949,927,CHEQUING,44333
1950,693,SAVINGS,5214
1951,359,CHEQUING,22500
1952,106,SAVINGS,25654
1953,963,SAVINGS,24347
1954,373,SAVINGS,35456
1955,904,CHEQUING,22190
1956,470,SAVINGS,15108
1957,838,SAVINGS,34651
1958,723,CHEQUING,40880
1959,547,CHEQUING,45379
1960,149,SAVINGS,6783
1961,828,SAVINGS,7108
1962,179,CHEQUING,42099
1963,752,CHEQUING,20920
1964,881,SAVINGS,23125
1965,1,CHEQUING,21868
1966,810,CHEQUING,38482
1967,157,CHEQUING,14337
1968,304,SAVINGS,33212
1969,817,SAVINGS,42755
1970,642,CHEQUING,39888
1971,943,SAVINGS,41238
1972,247,CHEQUING,31877
1973,685,CHEQUING,6550
1974,920,CHEQUING,32838
1975,975,CHEQUING,48096
1976,464,SAVINGS,10151
1977,159,CHEQUING,12158
1978,834,SAVINGS,48785
1979,84,CHEQUING,11496
1980,680,SAVINGS,44402
1981,794,CHEQUING,14644
1982,240,CHEQUING,31220
1983,700,CHEQUING,13709
1984,817,SAVINGS,8231
1985,37,SAVINGS,36903
1986,189,CHEQUING,4165
1987,543,SAVINGS,30931
1988,201,SAVINGS,49049
1989,415,SAVINGS,29802
1990,488,SAVINGS,48025
1991,2,CHEQUING,31619
1992,621,SAVINGS,11998
1993,517,SAVINGS,17355
1994,322,CHEQUING,42356
1995,90,CHEQUING,25253
1996,896,SAVINGS,11035
1997,919,CHEQUING,37231
1998,133,SAVINGS,33026
1999,796,CHEQUING,45469
2000,990,SAVINGS,25483
